,股票编号,年份（年末）,交易日平均价,预增或预减,超涨或超跌,次新股,每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间,是否高转送
211,31,2,-0.12914412000938968,0,0,0,0.39415089519020363,0.3270471819920384,-0.06587785719004247,0.9702319475167513,0.3225522772128344,-0.006429896177991084,0.6569980857197794,-0.6940920683537508,0
212,31,3,0.5219493739286515,0,0,0,-0.16402987812074418,-0.015054064636211801,-0.013020339228328582,0.652470235890002,-0.16746403584542577,-0.007646962542825791,0.8044460183886176,-0.553187624522802,0
213,31,4,0.10559067305359159,0,0,0,0.11109377101301586,0.7462575280422139,-0.013020339228328582,0.9941718799322434,0.1629357033882268,-0.00802326019497801,-0.44886140929650725,-0.4122831806918532,0
214,31,5,0.4292501968569197,0,0,0,0.28615139916105997,-0.1997958501074966,-0.013018035094284444,0.5983451712984547,0.3406916725920793,-0.008605680233640526,-0.44886140929650725,-0.27137873686090436,1
215,31,6,0.1642993897260146,0,0,0,0.5391250176078776,-0.399947601643117,-0.013004777889401197,0.9877779849392856,0.5106663969814366,-0.007563566211838217,1.099341883726294,-0.1304742930299555,0
216,31,7,0.5188709419665269,0,0,0,-0.05339554183995096,-0.10105352909525389,0.12088744422848999,0.3598380185378999,-0.056328659420220285,-0.00783705311945285,1.099341883726294,0.010430150800993335,0
222,32,6,1.1602466692574076,0,0,0,-0.2404691997070552,-0.06922602226237616,-0.11635148478507094,-0.18364305586348895,-0.22852659661371905,-0.00865387151403398,-0.6110541352322293,-1.2577098436775462,0
223,32,7,0.020818666674577484,0,0,0,0.3841906199531996,0.24205529223720285,-0.11405718964963628,-0.20936733106771344,0.3127499298491199,-0.008644774969255491,-0.4783509958302749,-1.1168053998465974,0
224,33,1,-0.6640585767811215,-1,0,0,-0.7267564747229993,-0.33753723908255784,-0.10234357054442578,-0.40787546631418514,-0.6887821746347227,-0.009854599964997329,-0.7437572746341837,0.5740479261247887,0
225,33,2,-0.6823190779585829,-1,0,0,-0.4848723487638926,0.3566817321157607,-0.09611828700448552,-0.39791288574376293,-0.4813665255210746,-0.00811645803750461,-0.7437572746341837,0.7149523699557375,0
226,33,3,-0.5040272652189121,-1,0,0,-0.4432360819301369,-0.21645046727702852,-0.09611828700448552,-0.38839639087052386,-0.4421318722843517,-0.009159493463230776,-0.7437572746341837,0.8558568137866863,0
227,33,4,-0.22014091592242793,-1,0,0,-0.24489920584444363,-0.5624042054213626,-0.09611828700448552,0.025571136115376737,-0.2650074976271305,-0.007949959111679686,-0.6552885150328808,0.9967612576176352,1
228,33,5,0.2675808908720356,-1,0,0,-0.07925172145229029,0.12997742366928514,-0.0921045645817341,0.009363355784391375,-0.11840177146312329,-0.008688866311383728,0.9666387443243398,1.137665701448584,0
229,33,6,-0.06525546497162595,-1,0,0,-0.659119256834506,-0.09471173536877733,-0.05225937448232669,-0.3433417354550325,-0.6359303429726335,-0.008300327591665891,0.9076595712568045,1.2785701452795328,0
230,33,7,-0.4687370235088099,-1,0,0,-0.6637808972797318,-0.2480408977089165,-0.05225937448232669,-0.6098035919057271,-0.6394925362156328,-0.009431366367998921,-0.6847781015666484,1.4194745891104816,0
231,34,1,-0.5585306148207981,0,0,0,0.6012609206852348,-1.4513221709325366,-0.12389740106596224,0.6206494561576088,0.49439652146021984,-0.007187522100363031,0.7307220520541985,-1.1168053998465974,1
232,34,2,-0.7287037070591034,0,0,0,0.7190759205089846,0.041370118799355454,-0.12389740106596224,0.7766307549392933,0.6054308427579643,-0.008463224384701236,2.2052013787425806,-0.9759009560156485,0
233,34,3,-0.5828316251410993,0,0,0,-0.2947005820294645,-0.2855582381655489,-0.11584504745078293,-0.13397884824377246,-0.2857490625384953,-0.009173765948172147,1.615409648067228,-0.8349965121846997,0
234,34,4,-0.565097348594222,0,0,0,-0.24313299424718418,-0.13608156734149365,-0.11522957392468242,-0.5860123547226294,-0.2424974679851986,-0.00874657155108494,-0.44886140929650725,-0.6940920683537508,1
235,34,5,-0.1284548949892079,0,0,0,-0.24035338255313654,-0.1531510682127577,-0.11522957392468242,-0.45828315009587345,-0.2400468811442701,-0.00908009812780519,1.7628575807360662,-0.553187624522802,0
236,34,6,-0.24385801722007375,0,0,0,-0.5834906553256256,-0.018906556152295688,-0.08049577956298995,-0.5506228894127715,-0.5607705919235346,-0.007615668820968856,1.7628575807360662,-0.4122831806918532,0
237,34,7,-0.4671351143163687,0,0,0,-0.5785973805725625,-0.1667236921694225,-0.07980390825091649,-0.39449289539869264,-0.5638527733110942,-0.006254170845089674,-0.44886140929650725,-0.27137873686090436,0
238,35,1,-0.7885704638433584,-1,1,0,0.1564940953491277,-0.5386965653223847,-0.12406491495345749,-0.31955049827193477,0.07635672293603785,-0.00800813123726178,-0.44886140929650725,-1.1168053998465974,1
239,35,2,-0.8356317791516296,-1,1,0,0.2034869055516212,-1.2323821146184764,-0.1239223333654964,-0.35895473485644036,0.12044202229088753,-0.007470473495933802,1.0224610571534352,-0.9759009560156485,0
240,35,3,-0.7967037495729632,-1,1,0,-0.5884707929441276,-0.0456369203638932,-0.11595529566400656,-0.6859355508916398,-0.5726193056183337,-0.009076771179408978,0.9487370908190159,-0.8349965121846997,1
241,35,4,-0.34987454365232296,-1,1,0,-0.580363592169822,-0.06561060714728204,-0.11607695531281353,-0.4631900927648873,-0.542858570581077,-0.009513788731751545,1.025617917391875,-0.6940920683537508,1
242,35,5,-0.01988253674749227,-1,1,0,-0.4054507354641763,-0.18420807674241865,-0.09028451528621703,-0.5158282050324912,-0.4140638106320663,-0.0007709177379272716,2.5000972440802576,-0.553187624522802,0
243,35,6,-0.19112460059827702,-1,1,0,-0.8131850258347941,0.0002373632276289146,-0.048619275891292515,-0.3403678308071453,-0.7735926903563447,-0.004561081859122241,0.9832590752947712,-0.4122831806918532,0
244,35,7,-0.3836759599318284,-1,1,0,-0.8092182883130803,-0.11515957495414572,-0.048619275891292515,-0.4215554276944663,-0.7702831349319978,-0.006511471344847274,-0.5207098379273787,-0.27137873686090436,0
245,36,1,-0.42316923632305176,0,0,0,-0.9649054974682295,-0.04782987707304866,-0.1103833155840769,-0.015468748025466873,-0.8893260750810246,-0.006212828254935633,-0.7437572746341837,0.7149523699557375,0
246,36,2,-0.5803043594852114,0,0,0,-0.949646587439447,-0.048007684373790986,-0.1103833155840769,-0.5419985659338985,-0.8760120620380414,-0.0087498150165753,-0.7437572746341837,0.8558568137866863,0
248,36,4,-0.5141310650254254,0,0,0,-0.472798410467873,0.6138503580894227,-0.1052311986227537,-0.3399217451099622,-0.4567848657661929,-0.007643431525104161,-0.7437572746341837,1.137665701448584,1
249,36,5,-0.38482115710694736,0,0,0,-0.4646622554050877,-0.6810609441167467,-0.09731826362168582,-0.6408808954761485,-0.4540058497610161,-0.007961099441671836,0.7307220520541985,1.2785701452795328,0
250,36,6,-0.40537372070303146,0,0,0,-0.8159646375288417,0.0831548344738039,-0.04362053082760161,-0.5750089075254466,-0.7769275095625569,-0.008704248809776993,0.7307220520541985,1.4194745891104816,0
251,36,7,-0.4599631962786714,0,0,0,-0.7893846007045109,-0.10798801382420492,-0.04362053082760161,-0.4856430728564358,-0.7537353578102635,-0.008452829216942811,-0.7437572746341837,1.5603790329414307,0
255,37,4,-0.02533797525122206,1,0,0,0.366007326787971,-0.01902509435279058,-0.1295656035381857,0.8405697048688684,0.3472855196589077,-0.008335121411649696,-0.44886140929650725,-1.398614287508495,1
256,37,5,3.553440556968121,1,0,0,1.1109722150812265,0.38222671432240934,-0.12877088649053375,0.5559670300660619,0.9886066223081107,-0.008348308618814977,1.3205137827295512,-1.2577098436775462,0
257,37,6,2.8021656037950247,1,0,0,-0.012598949372105511,-0.8523486438318617,-0.12559201829992594,0.0196233268196023,-0.01378445075915043,-0.008724195040356887,1.3942377490639704,-1.1168053998465974,0
258,37,7,1.012893001088454,1,0,0,0.035320398061737084,-0.09323000786259121,-0.12559201829992594,0.05813539200974172,0.03598519951537901,-0.008647242352917367,-0.0065176112899926,-0.9759009560156485,0
263,38,5,3.5346024380351992,1,0,0,0.47736552028075574,0.16210127600340007,-0.12509337230924236,-0.13189711499025136,0.42555271587743165,-0.009460659592074863,-0.5594473587981359,-1.2577098436775462,0
264,38,6,2.5375405867608696,1,0,0,0.4709376682382706,-0.4643138445118418,-0.12509337230924236,-0.4475770933634794,0.42335476685515544,-0.009655462314943396,-0.5004681857306006,-1.1168053998465974,0
265,38,7,2.1399654425361536,1,0,0,0.17936798324806186,-0.3877381669921434,-0.12509337230924236,-2.058243850659196,0.16894848347215485,-0.008228124153981558,-0.6847781015666484,-0.9759009560156485,0
268,39,3,-0.7277150985971147,0,1,0,-0.5185751405542207,-0.4035630167582111,-0.12147039753318202,-0.19880996956771382,-0.5000111965376243,-0.008800179944480409,-0.7437572746341837,-1.398614287508495,0
269,39,4,0.12099893045677791,0,1,0,-0.41384747912327874,-0.10176475829822323,-0.11796429291118812,-0.38319205773672116,-0.4114363773180811,-0.00894253994267594,-0.5963093419653455,-1.2577098436775462,1
270,39,5,0.09495811055389132,0,1,0,-0.403510798136039,-0.10395771500737869,-0.11796429291118812,-0.39612854295503064,-0.3987539588217288,-0.008614903548757533,1.040362710658759,-1.1168053998465974,0
271,39,6,-0.012688315251292728,0,1,0,-0.23453357056872418,-0.13258469042689444,-0.09718487348177487,-0.4493614361522118,-0.26616963159293167,-0.007766340006235966,0.9666387443243398,-0.9759009560156485,0
272,39,7,-0.0590547108038842,0,1,0,-0.2216489121952741,-0.18320050203821212,-0.09718487348177487,-0.4798439587930558,-0.25480092975357216,-0.008460005654886686,-0.5963093419653455,-0.8349965121846997,0
273,40,1,-0.5060127408524837,-1,0,0,-0.54958518351594,-0.33801139188453744,-0.03229240067962978,0.09352485731959967,-0.5281297857536401,-0.007579839194560581,-0.7437572746341837,0.010430150800993335,0
274,40,2,-0.6160088118173264,-1,0,0,-0.40935956440893084,0.118894101923013,-0.03229240067962978,-0.08535550725081645,-0.4032003844300117,-0.009231740188347775,-0.0065176112899926,0.15133459463194218,0
275,40,3,-0.574749937652472,-1,0,0,-0.4145713363352703,0.19902592545755807,0.0019959374800709606,-0.41620239932826925,-0.40173508508182754,-0.009290481234473456,0.06720635504442657,0.292239038462891,0
276,40,4,-0.4084702704819284,-1,0,0,-0.3840824705661849,-0.1570035597288416,0.0019959374800709606,-0.3788798959972848,-0.3716459208803227,-0.008769445867288636,-0.6700333082997646,0.43314348229383987,0
277,40,5,-0.2684765165710303,-1,0,0,-0.3808685445449423,-0.1281395079083361,0.0019959374800709606,-0.5935958115747417,-0.36773003469121,-0.009841502424656852,-0.7437572746341837,0.5740479261247887,0
278,40,6,-0.464987580077687,-1,0,0,-0.369634280614833,-0.35460673995382186,0.0019959374800709606,-0.5620724223071373,-0.35828138027360906,-0.008752610147941634,-0.7113187294470392,0.7149523699557375,1
279,40,7,0.4318544004962459,-1,0,0,0.22853236508652988,-0.0874809051385891,0.00742136168558035,2.389081855023742,0.15442180889963988,-0.0011514575584806101,2.0901919912608866,0.8558568137866863,0
280,41,1,-0.7693981020572853,0,0,0,-0.7332132810539642,0.3164380130477458,-0.030620955914420316,0.20638453870691958,-0.6708954170741304,-0.008540257463087134,-0.7437572746341837,-0.1304742930299555,1
281,41,2,-0.7961630785345002,0,0,0,-0.6259955508137711,0.09625330562848916,-0.030620955914420316,-0.021862643018424346,-0.5648127970219735,-0.008833801911822797,0.7307220520541985,0.010430150800993335,0
282,41,3,-0.749697797182634,0,0,0,-0.8069888081001462,-0.5488315814646978,-0.028629293705537677,0.018136374495658688,-0.7178102599978873,-0.0088712146214828,0.922404364523688,0.15133459463194218,1
283,41,4,-0.6637037140022111,0,0,0,-0.7297098121479249,-0.11664130246033183,-0.028629293705537677,0.014121603221010975,-0.6443937098974901,-0.009225707775410033,0.6275084991860118,0.292239038462891,0
284,41,5,-0.5733860997559181,0,0,0,-0.9482857358809027,-0.07165605537252139,-0.028629293705537677,-0.5015534627226323,-0.8318004437738654,-0.009751350162214146,0.4712136905570433,0.43314348229383987,0
285,41,6,-0.5150495918467157,0,0,0,-0.8238981125722695,-0.1377411021484221,-0.028629293705537677,0.12623780844635898,-0.711039566458002,-0.008544431608379779,-0.3368009804681902,0.5740479261247887,1
286,41,7,-0.037157937665957756,0,0,0,-0.39001809970451573,-0.27773471693288626,-0.028629293705537677,2.2271527469462833,-0.2879217477789062,-0.0070990054844831466,1.9869784383927003,0.7149523699557375,0
290,42,4,-0.4251493771799529,0,0,0,0.5216655816546406,-0.2284820946272598,-0.1261062469778184,0.33857460030550635,0.48775214682966084,-0.008411749443344232,0.1409303213788456,-1.398614287508495,0
291,42,5,0.6318230693172323,0,0,0,0.3225758940684763,-0.14414216497514612,-0.12182100799538141,0.15106991225621733,0.2822565451377714,-0.008526257070579654,0.5832741193853601,-1.2577098436775462,0
292,42,6,0.6472127061308269,0,0,0,1.4671968262465234,2.0251661731815735,-0.119116714205651,0.3996883408195885,1.2193660058652434,-0.007631323411796014,0.21465428771326459,-1.1168053998465974,1
293,42,7,0.20129672160046727,0,0,0,1.594914192730318,-1.1825368013103754,-0.119116714205651,0.6193111990660596,1.3488934154883463,-0.008137944063903568,1.5416856817328084,-0.9759009560156485,0
299,43,6,0.6056158791812377,-1,0,0,0.10967501087751233,0.12428759004553046,-0.11325053003050746,-0.021862643018424346,0.058192063774927784,-0.00893715993318764,-0.6243244491724247,-1.2577098436775462,0
300,43,7,-0.15914404768253795,-1,0,0,0.20745364307333505,-0.3364111261778564,-0.11325053003050746,0.01248595566467294,0.1452510560825566,-0.008404087567762621,-0.47687651650358653,-1.1168053998465974,0
307,44,7,1.9098240739818193,-1,0,1,0.42655074399894694,0.7261653030583302,-0.10078437247207446,0.8462201236998542,0.37209455345057674,-0.008495492073793121,-0.30141347662766904,-1.2577098436775462,0
312,45,5,-0.7603859780539255,-1,0,0,-0.48443803443669764,-0.06762575655569515,-0.12493754543715375,0.20088281510832817,-0.4445571953434151,-0.008671372004668332,-0.5963093419653455,-1.398614287508495,0
313,45,6,1.3583550763173076,-1,0,0,-0.7648024097852767,-0.08179107151483442,-0.10857572386784893,-0.12208322965222357,-0.7180628978165398,-0.0067369184780827745,-0.44886140929650725,-1.2577098436775462,0
314,45,7,0.05606771091809261,-1,0,0,-0.6429048552858946,-0.07580489238984252,-0.10857572386784893,0.2404357469252281,-0.5969483275545631,-0.006859236394954658,-0.5963093419653455,-1.1168053998465974,0
315,46,1,-0.493429346213206,1,0,0,-0.35449118773996907,-0.2953376397063773,-0.09330680076649314,-0.3095879177015126,-0.36020142769536745,-0.007629808351652757,-0.44886140929650725,1.137665701448584,0
316,46,2,-0.617582067647797,1,0,0,-0.7669739814212516,0.41921063287681476,-0.09330680076649314,-2.3990533233070708,-0.7190987128730147,-0.008276457664510913,-0.5963093419653455,1.2785701452795328,0
317,46,3,-0.11771722061549371,1,0,0,-0.8482486691836663,-0.47788646846850663,-0.09330680076649314,-0.5657898031169963,-0.7242525243735244,-0.008766279700785178,-0.7437572746341837,1.4194745891104816,0
318,46,4,-0.1524507449358499,1,0,0,-0.8468009547596831,-0.6313341690091406,-0.09330680076649314,-0.5773880312437565,-0.720260846838816,-0.009722687697871315,-0.7437572746341837,1.5603790329414307,0
328,47,7,0.655358675156905,0,0,1,-0.10238619794754117,0.11741237441682689,-0.09665496815306972,0.46466815737592426,-0.11521853494810265,-0.008517710894587898,-0.40462702949585583,-1.2577098436775462,0
329,48,1,-0.4567215950339026,1,1,0,-0.627559082391673,-0.3730394301307771,-0.0469656330996042,-0.2523402532296837,-0.6023042493099947,-0.008023142700517922,-0.7437572746341837,1.5603790329414307,0
330,48,2,-0.6704890596538089,1,1,0,-0.5372506566236034,0.24768585676071012,-0.0469656330996042,-0.40163026655362194,-0.5235823050178963,-0.008869628446271594,-0.4783509958302749,1.7012834767723795,0
331,48,3,-0.5773034669508519,1,1,0,-0.6214497275224641,-0.3029240845380502,-0.0342180148896433,-0.2737523666944716,-0.5710529511426886,-0.008738492260974064,-0.13922075069194695,1.8421879206033283,0
332,48,4,-0.27786451451417843,1,1,0,-0.713119004849078,0.04593383951840868,-0.014671666978091717,-0.32074006013108963,-0.6658173969192165,-0.00872227493352227,-0.3751374429620881,1.983092364434277,0
333,48,5,-0.02791624786575342,1,1,0,-0.5683765167392414,0.5116111601625809,-0.007903197686359099,0.08058837210129022,-0.5123651858697282,-0.008419940043996245,-0.09498637089129552,2.123996808265226,0
334,48,6,-0.2352901872826735,1,1,0,-0.7423917905020174,-0.6231550331749934,0.03551309725402341,-0.45887793102545094,-0.6901969464191763,-0.007857119936452307,-0.09498637089129552,2.2649012520961747,0
335,48,7,-0.4609460013248126,1,1,0,-0.6683556748595185,0.39259880686571214,0.03551309725402341,-0.528169909321223,-0.6282501532855996,-0.00854084493538758,-0.6847781015666484,2.4058056959271235,0
336,49,1,-0.7044522310392443,1,1,0,-0.6083623891296563,0.43705063205129563,-0.08376587885535167,-0.3628208108986938,-0.5930071775835851,-0.009103566100228284,0.32376575788820516,1.2785701452795328,0
337,49,2,-0.7086629082551753,1,1,0,-0.7585772377621492,-0.23108993503814737,-0.06690152232411656,-0.40594242829305843,-0.7244798984103116,-0.008726721171248805,-0.1805061718392216,1.4194745891104816,0
338,49,3,-0.6491311695515263,1,1,0,-0.8075678938697395,-0.2064339893352104,-0.06690152232411656,-0.3738242580958765,-0.7213724532408866,-0.008016770172037817,-0.6405437217659969,1.5603790329414307,0
339,49,4,0.26729715849258767,1,1,0,-0.9103556179725439,-0.17549551900604432,-0.1280540828789261,-0.4481718742930569,-1.0969185706677294,-0.0098274340090409,-0.6700333082997646,1.7012834767723795,0
340,49,5,0.7249417122054097,1,1,0,0.020495802360149595,0.7865605162104763,-0.11718223461531717,-0.3956824572578475,-0.2709950139291931,-0.0005065397429290329,-0.6774057049332065,1.8421879206033283,0
341,49,6,0.34370465052759663,1,1,0,-0.0067501830992135374,-0.2105828263525315,-0.11718223461531717,-0.3665381917085528,-0.29699144546852857,-0.007244862488846072,-0.5963093419653455,1.983092364434277,0
