,股票编号,年份（年末）,交易日平均价
11231,134,5,16.285635283952523
11243,134,6,10.961975699034092
11255,134,7,7.723760566235998
11267,135,1,3.911826793905
11279,135,2,3.335585019392
11291,135,3,3.557369995943182
11303,135,4,3.874737086760002
11315,135,5,11.702869283392827
11327,135,6,7.874469162519272
11339,135,7,5.363026989279572
11351,136,1,4.382474089262001
11363,136,2,4.382474089262
11375,136,3,4.382474089262001
11387,136,4,4.382474089262001
11399,136,5,4.382474089262001
11411,136,6,15.763912254775631
11423,136,7,6.504023071706667
11435,137,1,3.093695072558182
11447,137,2,2.2560318576591425
11459,137,3,2.865118548422002
11471,137,4,8.858915487214041
11483,137,5,19.475973481235915
11495,137,6,14.618824739814272
11507,137,7,10.582868480816664
11519,138,1,3.453907847028546
11531,138,2,3.8707189134757143
11543,138,3,3.967535642428908
11555,138,4,5.045427688939305
11567,138,5,15.11203739874748
11579,138,6,10.115016741039591
11591,138,7,5.774918680735715
11603,139,1,7.6138409579439985
11615,139,2,5.1969639226714275
11627,139,3,5.745822818084182
11639,139,4,9.955844317783912
11651,139,5,42.4123510746733
11663,139,6,17.542772802338867
11675,139,7,8.68356959939505
11687,140,1,6.847517866562409
11699,140,2,3.9195291601416664
11711,140,3,4.21331251613741
11723,140,4,7.020322534745738
11735,140,5,13.370960342129996
11747,140,6,12.637900327435773
11759,140,7,12.964285714285712
11771,141,1,4.157934022968636
11783,141,2,2.8601034494954285
11795,141,3,3.8813618783700004
11807,141,4,6.678060138897128
11819,141,5,9.802672263146741
11831,141,6,7.363863663534957
11843,141,7,5.7493509722438105
11855,142,1,7.2428433926799975
11867,142,2,7.2428433926799975
11879,142,3,7.2428433926799975
11891,142,4,7.242843392679997
11903,142,5,15.93880844167948
11915,142,6,12.067496638626181
11927,142,7,8.093478580073045
11939,143,1,4.9851905974860005
11951,143,2,4.650946026949619
11963,143,3,8.935994479032999
11975,143,4,11.937647571394695
11987,143,5,20.688982379632005
11999,143,6,19.550499215857773
12011,143,7,17.850136324373096
12023,144,1,5.447272727272727
12035,144,2,5.278571428571429
12047,144,3,6.031363636363635
12059,144,4,8.999565217391305
12071,144,5,12.240000000000002
12083,144,6,8.559545454545455
12095,144,7,6.76857142857143
12107,145,1,10.056602443403996
12119,145,2,10.056602443403998
12131,145,3,10.056602443403996
12143,145,4,10.056602443403996
12155,145,5,10.056602443403996
12167,145,6,29.024166463404004
12179,145,7,15.275457983514858
12191,146,1,4.3486363636363645
12203,146,2,2.5076190476190474
12215,146,3,3.8799999999999994
12227,146,4,6.414782608695651
12239,146,5,6.349130434782606
12251,146,6,5.883181818181819
12263,146,7,4.956666666666667
12275,147,1,3.5282737220735445
12287,147,2,3.6570252858339996
12299,147,3,3.717823237619136
12311,147,4,5.3303600194646075
12323,147,5,11.858260869565218
12335,147,6,9.29318181818182
12347,147,7,5.98952380952381
12359,148,1,3.811620977312002
12371,148,2,3.8000908982432384
12383,148,3,4.0868062938347265
12395,148,4,4.914759121660087
12407,148,5,10.81318920682974
12419,148,6,8.954599160272728
12431,148,7,7.1587162347765725
12443,149,1,10.54260189887009
12455,149,2,10.84022026393524
12467,149,3,13.096364229703504
12479,149,4,17.940536766743307
12491,149,5,18.304682060469908
12503,149,6,19.809691539333638
12515,149,7,18.64878249173476
12527,150,1,11.024447678479994
12539,150,2,11.024447678479994
12551,150,3,11.024447678479994
12563,150,4,11.024447678479993
12575,150,5,11.024447678479993
12587,150,6,11.024447678479994
12599,150,7,47.58008118207239
12611,151,1,7.362585746060003
12623,151,2,7.362585746060003
12635,151,3,7.362585746060003
12647,151,4,7.362585746060003
12659,151,5,26.77876038390192
12671,151,6,22.06715371988091
12683,151,7,19.11008574141086
12695,152,1,5.2241040700290915
12707,152,2,3.991889344884142
12719,152,3,4.1707490369649545
12731,152,4,4.447682000217522
12743,152,5,8.83401438527322
12755,152,6,7.055411353298183
12767,152,7,8.566641590257145
12779,153,1,7.519362570615272
12791,153,2,5.567906802107428
12803,153,3,7.045961338075637
12815,153,4,11.104199143229218
12827,153,5,23.028997049142262
12839,153,6,19.23028915250618
12851,153,7,14.030633452164569
12863,154,1,10.58322435041564
12875,154,2,8.445147922878428
12887,154,3,6.414389081441727
12899,154,4,8.271391517534392
12911,154,5,6.302568340671653
12923,154,6,6.062781494635728
12935,154,7,8.394121740759331
12947,155,1,2.9603232256680005
12959,155,2,3.056136230143809
12971,155,3,5.252149691602501
12983,155,4,7.543340435848694
12995,155,5,8.198558115911995
13007,155,6,12.320491451924731
13019,155,7,10.480913102401239
13031,156,1,11.710861805649454
13043,156,2,6.330476190476192
13055,156,3,6.696818181818181
13067,156,4,8.210869565217388
13079,156,5,18.054782608695653
13091,156,6,12.094090909090907
13103,156,7,6.9019047619047615
13115,157,1,10.75826266758
13127,157,2,10.75826266758
13139,157,3,10.75826266758
13151,157,4,10.75826266758
13163,157,5,10.75826266758
13175,157,6,10.75826266758
13187,157,7,16.255540296815003
13199,158,1,7.657255688424544
13211,158,2,6.090888017200285
13223,158,3,8.930284063654907
13235,158,4,21.499322301441783
13247,158,5,40.596863143157826
13259,158,6,31.372666793044047
13271,158,7,15.472729835360004
13283,159,1,6.7345252187236335
13295,159,2,7.662666276754287
13307,159,3,9.762545536544183
13319,159,4,12.53925430284761
13331,159,5,12.46262138346022
13343,159,6,8.620334928470363
13355,159,7,7.9578031447789055
13367,160,1,1.8859160018479089
13379,160,2,1.5902362257498095
13391,160,3,6.326017693771636
13403,160,4,9.066833519684177
13415,160,5,19.090987370290264
13427,160,6,9.260909090909092
13439,160,7,6.790000000000002
13451,161,1,6.002682332603999
13463,161,2,8.068162195840001
13475,161,3,17.90854784023891
13487,161,4,16.657283657952824
13499,161,5,20.218015590235694
13511,161,6,15.407338523023911
13523,161,7,11.069736903332432
13535,162,1,4.876047895150546
13547,162,2,5.340346789278476
13559,162,3,7.220276059512002
13571,162,4,9.498492870642218
13583,162,5,20.37799936495526
13595,162,6,14.75279334683346
13607,162,7,10.925279734921284
13619,163,1,11.52
13631,163,2,6.119523809523809
13643,163,3,5.376363636363637
13655,163,4,6.806086956521739
13667,163,5,8.850869565217392
13679,163,6,6.229090909090911
13691,163,7,6.451904761904762
13703,164,1,2.5710770764800013
13715,164,2,2.15607313036381
13727,164,3,3.7277252760385466
13739,164,4,6.08725033515113
13751,164,5,18.743231700169563
13763,164,6,14.092349471076364
13775,164,7,11.776317900171144
13787,165,1,25.018200452885996
13799,165,2,25.018200452885996
13811,165,3,25.018200452885996
13823,165,4,25.018200452886
13835,165,5,25.018200452886
13847,165,6,37.534652486691
13859,165,7,26.673285280223997
13871,166,1,4.083241770577454
13883,166,2,3.4509500830257145
13895,166,3,2.7958752394784545
13907,166,4,3.4034782608695653
13919,166,5,5.040000000000003
13931,166,6,6.937272727272727
13943,166,7,7.090000000000002
13955,167,1,3.293837048699999
13967,167,2,3.2938370486999995
13979,167,3,3.293837048699999
13991,167,4,3.293837048699999
14003,167,5,3.6492589911091295
14015,167,6,35.42463862983909
14027,167,7,13.425622362579237
14039,168,1,1.4950261048320002
14051,168,2,1.4950261048320002
14063,168,3,1.4950261048320002
14075,168,4,5.555930346106435
14087,168,5,7.8291576642391325
14099,168,6,4.622775301259637
14111,168,7,3.341605805545333
14123,169,1,5.3293538231000035
14135,169,2,5.329353823100003
14147,169,3,5.3293538231000035
14159,169,4,8.486812038354785
14171,169,5,17.27449004169613
14183,169,6,25.449435269646184
14195,169,7,20.083837244920954
14207,170,1,4.443151759405908
14219,170,2,3.342441854308857
14231,170,3,3.414295374740318
14243,170,4,4.345645644865044
14255,170,5,6.811017123777999
14267,170,6,6.456947883334772
14279,170,7,6.184377672527523
14291,171,1,14.892983973069994
14303,171,2,14.892983973069994
14315,171,3,14.892983973069994
14327,171,4,14.892983973069994
14339,171,5,14.892983973069994
14351,171,6,14.892983973069994
14363,171,7,19.442972838935717
14375,172,1,11.90593197620399
14387,172,2,11.905931976203991
14399,172,3,11.90593197620399
14411,172,4,11.90593197620399
14423,172,5,11.90593197620399
14435,172,6,43.406963417287905
14447,172,7,16.989356639269666
14459,173,1,9.205454765940003
14471,173,2,9.20545476594
14483,173,3,9.205454765940003
14495,173,4,9.205454765940003
14507,173,5,9.205454765940003
14519,173,6,9.205454765940003
14531,173,7,9.20545476594
14543,174,1,2.2600624626669092
14555,174,2,3.0211806369340004
14567,174,3,2.8773923101621364
14579,174,4,5.853864927643001
14591,174,5,5.686003507355827
14603,174,6,4.412768595619908
14615,174,7,4.415970700791
14627,175,1,18.19015021062
14639,175,2,18.19015021062
14651,175,3,18.19015021062
14663,175,4,18.19015021062
14675,175,5,18.19015021062
14687,175,6,18.19015021062
14699,175,7,40.345449413844
14711,176,1,13.248552361056362
14723,176,2,7.842608286186473
14735,176,3,8.720670077525272
14747,176,4,10.191405647607825
14759,176,5,13.059059063894608
14771,176,6,11.726929195676002
14783,176,7,10.241111564930286
14795,177,1,3.2496374181988643
14807,177,2,2.9378423224304764
14819,177,3,3.322668204033136
14831,177,4,5.496447002625217
14843,177,5,10.563565178056653
14855,177,6,7.862035454021816
14867,177,7,6.7598353297020015
14879,178,1,6.770887074
14891,178,2,4.689824480726666
14903,178,3,9.599463647074092
14915,178,4,9.719536653607914
14927,178,5,19.224027992732864
14939,178,6,10.357765710809998
14951,178,7,6.623321805648001
14963,179,1,12.25292320161
14975,179,2,12.25292320161
14987,179,3,12.25292320161
14999,179,4,12.252923201609999
15011,179,5,12.252923201609999
15023,179,6,39.58900371822182
15035,179,7,37.108194293441336
15047,180,1,11.953541779273639
15059,180,2,10.051689324646762
15071,180,3,6.546700685156727
15083,180,4,7.137566396338565
15095,180,5,7.768806288671999
15107,180,6,7.882272727272727
15119,180,7,4.124761904761904
15131,181,1,21.022579597103
15143,181,2,21.022579597103
15155,181,3,21.022579597103
15167,181,4,21.022579597103
15179,181,5,21.022579597103
15191,181,6,21.022579597103
15203,181,7,47.46216520077966
15215,182,1,6.092188233386818
15227,182,2,8.854067414827668
15239,182,3,12.31201932651954
15251,182,4,14.527733472583913
15263,182,5,18.270612507131737
15275,182,6,23.3848391535915
15287,182,7,41.626713262757136
15299,183,1,3.9030671316780006
15311,183,2,2.1123955265314285
15323,183,3,2.4162429348883636
15335,183,4,4.792718469435001
15347,183,5,10.110887441449133
15359,183,6,11.17488041134
15371,183,7,7.3852690976728566
15383,184,1,5.827884573950997
15395,184,2,5.827884573950998
15407,184,3,5.827884573950997
15419,184,4,5.827884573950997
15431,184,5,5.827884573950997
15443,184,6,5.827884573950997
15455,184,7,15.66120436366629
15467,185,1,3.8248087260689996
15479,185,2,3.181712376221191
15491,185,3,4.361971633325364
15503,185,4,6.883667909545307
15515,185,5,9.398151107719958
15527,185,6,8.85590909090909
15539,185,7,6.201904761904764
15551,186,1,7.246881401458364
15563,186,2,9.02114307895143
15575,186,3,7.473543936807954
15587,186,4,7.776255203586434
15599,186,5,12.576818710881
15611,186,6,10.507463407291183
15623,186,7,8.202577023174
15635,187,1,25.10110222327899
15647,187,2,25.101102223278993
15659,187,3,25.10110222327899
15671,187,4,25.10110222327899
15683,187,5,25.10110222327899
15695,187,6,25.10110222327899
15707,187,7,31.16800160908971
15719,188,1,3.4913761801800005
15731,188,2,4.596083075319999
15743,188,3,5.778573203287818
15755,188,4,8.488740166004042
15767,188,5,11.317993929899085
15779,188,6,8.757023088463363
15791,188,7,9.503851555721
15803,189,1,5.696885601501318
15815,189,2,6.008869516286619
15827,189,3,8.997768548894728
15839,189,4,9.824534586192
15851,189,5,10.471846610936609
15863,189,6,10.732984389918183
15875,189,7,9.20877787642981
15887,190,1,11.510600560813318
15899,190,2,9.198248287689903
15911,190,3,9.581391585855819
15923,190,4,29.268017917792047
15935,190,5,31.675111717601354
15947,190,6,22.926875065784774
15959,190,7,14.826829796199998
15971,191,1,19.606481702327997
15983,191,2,19.606481702327997
15995,191,3,19.606481702327997
16007,191,4,19.606481702327994
16019,191,5,19.606481702327994
16031,191,6,19.606481702327997
16043,191,7,37.51905585299886
16055,192,1,7.335997970185999
16067,192,2,7.335997970185999
16079,192,3,7.335997970185999
16091,192,4,7.335997970185998
16103,192,5,7.335997970185998
16115,192,6,26.808507491147825
16127,192,7,11.636470440408
16139,193,1,7.050788911823999
16151,193,2,7.050788911823999
16163,193,3,7.050788911823999
16175,193,4,7.050788911823998
16187,193,5,16.81354230915365
16199,193,6,12.340925462571816
16211,193,7,10.898735716958571
16223,194,1,19.693496542528006
16235,194,2,19.693496542528003
16247,194,3,19.693496542528006
16259,194,4,25.500774159216263
16271,194,5,47.425817810652184
16283,194,6,43.882629351036364
16295,194,7,32.471860196944
16307,195,1,9.587388454514182
16319,195,2,8.493962303596286
16331,195,3,11.016016964142544
16343,195,4,11.820525857758955
16355,195,5,26.295425090016263
16367,195,6,15.246313469504729
16379,195,7,9.470693642146093
16391,196,1,2.3035327904454546
16403,196,2,1.4605373237806665
16415,196,3,2.514882197783182
16427,196,4,4.562690763429567
16439,196,5,10.258180143549994
16451,196,6,8.512960905337726
16463,196,7,5.512310635896379
16475,197,1,5.825390724423818
16487,197,2,6.27635649631519
16499,197,3,8.360728934009863
16511,197,4,13.141576040803567
16523,197,5,15.777551872910044
16535,197,6,12.245189666211406
16547,197,7,9.423385150695431
16559,198,1,4.0108565621827275
16571,198,2,3.696302924235429
16583,198,3,7.598108885584955
16595,198,4,11.452271943446608
16607,198,5,25.33404168635478
16619,198,6,19.436060365425092
16631,198,7,16.02221777264571
16643,199,1,3.3911363636363636
16655,199,2,3.6928571428571435
16667,199,3,4.691818181818181
16679,199,4,7.0713043478260875
16691,199,5,25.47086956521739
16703,199,6,15.687727272727273
16715,199,7,11.139999999999995
16727,200,1,3.6085843540256817
16739,200,2,3.325579908240477
16751,200,3,6.253653903242682
16763,200,4,8.150081987145391
16775,200,5,16.043567850778697
16787,200,6,12.300673349110006
16799,200,7,6.901042716767857
16811,201,1,27.751149811999998
16823,201,2,27.751149812
16835,201,3,27.751149811999998
16847,201,4,27.751149811999998
16859,201,5,27.751149811999998
16871,201,6,27.751149811999998
16883,201,7,34.41885464610896
16895,202,1,7.563827922678817
16907,202,2,5.156865876038571
16919,202,3,6.339628255637454
16931,202,4,9.099535390792436
16943,202,5,15.544478318578436
16955,202,6,12.523774306673454
16967,202,7,11.563648001310474
16979,203,1,5.640733846583999
16991,203,2,5.640733846583999
17003,203,3,5.640733846583999
17015,203,4,5.640733846583999
17027,203,5,5.640733846583999
17039,203,6,23.528644636819728
17051,203,7,10.368751063104668
17063,204,1,9.088517826779999
17075,204,2,9.08851782678
17087,204,3,9.088517826779999
17099,204,4,9.088517826779999
17111,204,5,9.088517826779999
17123,204,6,9.088517826779999
17135,204,7,23.432635261721146
17147,205,1,3.006497643444909
17159,205,2,3.7020912355426194
17171,205,3,2.604099292709318
17183,205,4,3.1718069163791305
17195,205,5,4.494199187852783
17207,205,6,3.6949414189450462
17219,205,7,5.0235808121820025
17231,206,1,2.5690446277930916
17243,206,2,2.5467746023184765
17255,206,3,3.44826521519709
17267,206,4,6.521015164777174
17279,206,5,7.507340432617565
17291,206,6,8.216376566293635
17303,206,7,5.854233300153476
17315,207,1,3.4713636363636358
17327,207,2,5.820952380952381
17339,207,3,5.453636363636364
17351,207,4,6.896521739130435
17363,207,5,9.919999999999998
17375,207,6,9.743636363636362
17387,207,7,6.555714285714286
17399,208,1,3.3866780036404553
17411,208,2,2.708641927226191
17423,208,3,2.9536710243714537
17435,208,4,7.528687741004348
17447,208,5,12.412489687843307
17459,208,6,19.389838877272503
17471,208,7,15.524659400366478
17483,209,1,11.099885386127996
17495,209,2,11.099885386127996
17507,209,3,11.099885386127996
17519,209,4,13.357784499307128
17531,209,5,25.627135508220437
17543,209,6,17.729902943760003
17555,209,7,12.567572342166475
17567,210,1,3.9345454545454546
17579,210,2,3.080952380952381
17591,210,3,3.155454545454546
17603,210,4,6.167826086956521
17615,210,5,9.327826086956522
17627,210,6,6.373636363636364
17639,210,7,4.772380952380954
17651,211,1,12.266363636363637
17663,211,2,10.450476190476188
17675,211,3,8.089999999999996
17687,211,4,10.208260869565219
17699,211,5,19.808695652173913
17711,211,6,17.284545454545455
17723,211,7,10.835714285714285
17735,212,1,4.435454545454546
17747,212,2,5.561428571428571
17759,212,3,6.185454545454545
17771,212,4,8.128260869565217
17783,212,5,10.497391304347826
17795,212,6,17.17
17807,212,7,8.085238095238095
17819,213,1,23.734898775354
17831,213,2,23.734898775354
17843,213,3,23.734898775354
17855,213,4,23.734898775354004
17867,213,5,23.734898775354004
17879,213,6,23.734898775354
17891,213,7,37.89381861836442
17903,214,1,5.870729504159997
17915,214,2,5.870729504159998
17927,214,3,5.870729504159997
17939,214,4,5.870729504159998
17951,214,5,5.870729504159998
17963,214,6,5.870729504159997
17975,214,7,22.746476411910006
17987,215,1,25.525717480615004
17999,215,2,25.525717480615008
18011,215,3,25.525717480615004
18023,215,4,25.525717480615004
18035,215,5,25.525717480615004
18047,215,6,38.136554673019994
18059,215,7,25.724658936651146
18071,216,1,8.271285880352774
18083,216,2,9.529941327764002
18095,216,3,9.814777527652547
18107,216,4,13.419342603174261
18119,216,5,16.854434328870653
18131,216,6,16.969094798079727
18143,216,7,16.281928535840002
18155,217,1,5.185963985588999
18167,217,2,5.185963985588999
18179,217,3,5.185963985588999
18191,217,4,5.185963985588999
18203,217,5,5.185963985588999
18215,217,6,18.08910000055187
18227,217,7,10.011551940322857
18239,218,1,9.591200700089995
18251,218,2,9.591200700089995
18263,218,3,9.591200700089995
18275,218,4,9.591200700089995
18287,218,5,9.591200700089995
18299,218,6,9.591200700089995
18311,218,7,10.179933471946
18323,219,1,13.773957927652994
18335,219,2,13.773957927652996
18347,219,3,13.773957927652994
18359,219,4,13.773957927652994
18371,219,5,13.773957927652994
18383,219,6,13.96781870380495
18395,219,7,18.43222904777314
18407,220,1,4.320909090909091
18419,220,2,4.782380952380953
18431,220,3,8.5
18443,220,4,12.840434782608694
18455,220,5,24.56
18467,220,6,22.90318181818182
18479,220,7,12.704761904761906
18491,221,1,0.9379482577229544
18503,221,2,0.9792519048533809
18515,221,3,1.305910003859227
18527,221,4,2.3748900443311305
18539,221,5,5.655769445851781
18551,221,6,11.060203751784
18563,221,7,7.029351540177141
18575,222,1,3.203744078417999
18587,222,2,3.203744078417999
18599,222,3,3.203744078417999
18611,222,4,10.04477539236487
