,股票编号,年份（年末）,每股资本公积(元/股),每股未分配利润(元/股),每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间
284,41,5,0.0349,0.2038,0.23870000000000002,0.0941,1326092985.0,0.0799,1.5204,-29.5169,0.41200000000000003,13
285,41,6,0.0349,0.6334,0.6683,-0.0174,1326092985.0,0.5021,1.9984,9.5172,0.138,14
286,41,7,0.0466,2.1202,2.1668000000000003,-0.2536,1326092985.0,1.915,3.6732,56.2651,0.926,15
287,42,1,2.0057,1.5931,3.5987999999999998,0.7628,75000000.0,0.8626,4.98,,0.0,-3
288,42,2,2.0057,2.3531,4.3588000000000005,-0.5422,75000000.0,0.8411,5.7022,6.0475,0.0,-2
289,42,3,2.0057,2.582,4.5877,0.1066,75000000.0,0.6992,5.9517,9.06,0.0,-1
290,42,4,2.1529,3.1626,5.3155,-0.1705,75000000.0,0.6449,6.7435,13.8084,0.3,0
291,42,5,2.5651,2.0628,4.6279,-0.0282,130000000.0,0.5188,5.9301,10.105,0.44999999999999996,1
292,42,6,6.5722,2.0089,8.5811,3.6319,164708953.0,0.6859999999999999,9.6394,39.0489,0.32499999999999996,2
293,42,7,6.6059,2.4163,9.0222,-1.7802,164708953.0,0.8337,10.1521,22.6638,0.7749999999999999,3
294,43,1,,,0.0,,,,,,0.0,-4
295,43,2,,,0.0,,,,,,0.0,-3
296,43,3,,,0.0,,180000000.0,,,,0.0,-2
297,43,4,,,0.0,,180000000.0,,,2.4664,0.0,-1
298,43,5,,,0.0,,180000000.0,,,9.1811,0.0,0
299,43,6,1.8216,2.0709999999999997,3.8926,0.4247,240000000.0,0.4025,5.0432,-3.1844,0.0405,1
300,43,7,1.8216,2.4087,4.2303,-0.3526,240000000.0,0.4256,5.3878,14.0562,0.0905,2
301,44,1,,,0.0,,,,,,0.0,-5
302,44,2,,,0.0,,,,,,0.0,-4
303,44,3,,,0.0,,,,,,0.0,-3
304,44,4,,,0.0,,360000000.0,,1.9326,,0.0,-2
305,44,5,,,0.0,,360000000.0,,,24.156999999999996,0.0,-1
306,44,6,,,0.0,,360000000.0,,3.5515,-2.2433,0.0,0
307,44,7,2.5338,2.4532,4.987,1.4402,400000100.0,0.9863,6.2857,11.1,0.15,1
308,45,1,,,0.0,,,,,,0.0,-4
309,45,2,,,0.0,,90000000.0,,1.46,,0.0,-3
310,45,3,,,0.0,,90000000.0,,,21.7991,0.0,-2
311,45,4,,,0.0,,90000000.0,,,13.8431,0.0,-1
312,45,5,0.09,1.7507,1.8407,0.1009,90000000.0,0.5523,3.0532,5.4117,0.05,0
313,45,6,0.0865,0.7859,0.8724000000000001,0.077,300000000.0,0.3351,1.9706,67.9757,0.1,1
314,45,7,0.0865,1.2069,1.2934,0.0871,300000000.0,0.5789,2.45,64.0197,0.05,2
315,46,1,1.5342,0.7553,2.2895,-0.2833,495972914.0,0.209,3.3871,39.0979,0.1,18
316,46,2,1.4113,-0.5464,0.8649,0.9223,495972914.0,-1.1962,1.9665,18.184,0.05,19
317,46,3,1.094,-0.5098,0.5842,-0.5913,495972914.0,0.0367,1.9461,2.3422,0.0,20
318,46,4,1.094,-0.5048,0.5892000000000001,-0.8502,495972914.0,0.0289,1.9619,-28.5899,0.0,21
319,46,5,2.9097,-3.6993,-0.7896000000000001,-0.5822,495972914.0,-3.1945,0.5591,-18.0968,0.0,22
320,46,6,3.5945,-3.6697,-0.07520000000000016,0.2892,495972914.0,0.0297,1.0688,-71.2018,0.0,23
321,46,7,3.5945,-3.6042,-0.009700000000000042,-0.1377,495972914.0,0.0655,1.1276,-62.8347,0.0,24
322,47,1,,,0.0,,,,,,0.0,-5
323,47,2,,,0.0,,,,,,0.0,-4
324,47,3,,,0.0,,,,,,0.0,-3
325,47,4,,,0.0,,200000000.0,,1.39,,0.0,-2
326,47,5,,,0.0,,400000000.0,,,78.8525,0.0,-1
327,47,6,,,0.0,,400000000.0,,2.3779,7.9353,0.0,0
328,47,7,1.6666,1.4936,3.1602,0.4131,453000000.0,0.7297,4.3568,10.3814,0.115,1
329,48,1,0.3389,1.0075,1.3464,-0.4144,1090750529.0,0.2475,2.4288,26.3767,0.0,21
330,48,2,0.5036,1.1547,1.6583,0.6329,1090750529.0,0.1471,2.7404,-1.0003,0.09,22
331,48,3,0.2737,1.0938,1.3675000000000002,-0.2961,1254363108.0,0.2331,2.5525,3.2409,0.20500000000000002,23
332,48,4,0.1456,0.9053,1.0509,0.2925,1505235729.0,0.2015,2.1774,3.7654,0.125,24
333,48,5,0.3005,1.2503,1.5508,1.0782,1592107386.0,0.4714,2.7848,13.5435,0.22,25
334,48,6,0.1521,0.7977,0.9498,-0.8364,2149344971.0,0.1086,2.0809,31.7462,0.22,26
335,48,7,0.3658,0.8397,1.2055,0.8774,2149344971.0,0.062,2.3261,9.6332,0.02,27
336,49,1,0.9714,0.4413,1.4127,0.9524,618428326.0,0.1732,2.4656,-8.5663,0.36200000000000004,19
337,49,2,0.5179,0.376,0.8939,-0.1749,834878240.0,0.1442,1.9452,3.6216,0.19100000000000003,20
338,49,3,0.217,0.5077,0.7247,-0.1333,834878240.0,0.1658,1.9575,26.5828,0.035,21
339,49,4,0.0368,0.3329,0.3697,-0.0811,50000000.0,0.1158,0.47100000000000003,-31.9776,0.025,22
340,49,5,3.2016,0.38299999999999995,3.5846,1.5421,189537528.0,0.1511,3.7402,269.4783,0.0225,23
341,49,6,2.9818,0.5087,3.4905,-0.1403,189537528.0,0.1707,3.6373,51.5478,0.05,24
342,49,7,3.0228,0.6617,3.6845,-0.16399999999999998,189537528.0,0.1968,3.8265,21.9774,0.0275,25
343,50,1,1.4169,2.7952,4.2120999999999995,0.0095,26000000.0,1.5536,5.5467,22.1003,1.8,0
344,50,2,3.2306,1.237,4.4676,3.3468,69340000.0,0.6418,5.646,7.8775,1.025,1
345,50,3,3.3991,1.7642,5.1633,0.3209,71500000.0,0.8911,6.1803,30.1704,0.825,2
346,50,4,1.2249,1.13,2.3548999999999998,-0.0205,143000000.0,0.4992,3.429,34.1276,0.7999999999999999,3
347,50,5,1.274,1.3330000000000002,2.607,-0.0383,142847000.0,0.4489,3.7597,8.3579,0.2,4
348,50,6,1.2802,1.6413,2.9215,-0.7404,142664000.0,0.5617,4.1608,7.2246,0.2,5
349,50,7,1.5007,2.0098,3.5104999999999995,-0.3666,144597000.0,0.6541,4.6559,23.0798,0.4,6
350,51,1,1.6153,0.7329,2.3482,-0.6892,283400000.0,0.0898,3.5775,-6.0876,0.0,14
351,51,2,1.6153,0.7979,2.4132,-0.149,283400000.0,0.066,3.6435,8.7653,0.025,15
352,51,3,1.639,0.8614,2.5004,0.0976,283400000.0,0.1219,3.7537,17.5259,0.025,16
353,51,4,1.7163,0.9393,2.6555999999999997,-0.0921,283400000.0,0.1099,3.9344,-16.8624,0.05,17
354,51,5,2.8319,0.8063,3.6382000000000003,0.5261,368755000.0,0.2089,4.8994,7.7848,0.085,18
355,51,6,2.8319,0.9584,3.7903000000000002,0.2003,368755000.0,0.2573,5.0896,4.3693,0.07500000000000001,19
356,51,7,2.8322,1.0258,3.8579999999999997,-0.3894,368755000.0,0.1667,5.1962,7.1347,0.065,20
357,52,1,5.0223,1.6568,6.6791,-1.2132,105596825.0,0.6821,8.3,10.1395,0.3,2
358,52,2,5.0223,1.9909,7.0132,-1.0095,105596825.0,0.6698,8.6698,10.7887,0.575,3
359,52,3,2.7639,1.5866,4.3505,-0.4918,168954920.0,0.5262,5.7886,26.9634,0.505,4
360,52,4,2.7639,2.0361,4.8,-0.4532,168954920.0,0.6484,6.277,31.4013,0.16999999999999998,5
361,52,5,4.1452,1.9666,6.1118,0.6282,200392190.0,0.4184,7.5307,15.5842,0.6649999999999999,6
362,52,6,1.5726,1.1394,2.7119999999999997,0.0243,400784380.0,0.2421,3.9325,16.0359,0.6499999999999999,7
363,52,7,2.0081,1.1358,3.1439000000000004,0.5287,425712412.0,0.2593,4.4064,33.9045,0.325,8
364,53,1,,,0.0,,,,,,0.0,-3
365,53,2,,,0.0,,51000000.0,,4.5296,,0.0,-2
366,53,3,,,0.0,,51000000.0,,,14.1351,0.0,-1
367,53,4,,,0.0,,51000000.0,,,6.9764,0.5,0
368,53,5,3.2107,2.4768,5.6875,2.6048,119000000.0,0.5778,7.0036,-10.6392,0.9299999999999999,1
369,53,6,1.4769,1.6861,3.1630000000000003,-1.4439,202300000.0,0.3596,4.3853,5.9917,0.48,2
370,53,7,1.5679,1.9765,3.5444,0.0011,203780000.0,0.4493,4.7195,11.6066,0.5,3
371,54,1,1.1969,1.5001,2.697,0.1196,894655969.0,0.6805,3.8199,32.2534,0.22,4
372,54,2,1.1997,1.479,2.6787,-0.3058,894655969.0,0.2255,3.8456,-15.7312,0.15,5
373,54,3,1.1996,1.8401,3.0397,-0.0405,894655969.0,0.4475,4.2218,9.4698,0.13,6
374,54,4,1.1996,2.2912,3.4908,0.0428,894655969.0,0.6798,4.7316,16.7867,0.23,7
375,54,5,1.2009999999999998,2.3707,3.5717,-0.2274,894655969.0,0.4258,4.8868,-13.9777,0.23,8
376,54,6,1.2009999999999998,2.6371,3.8381,0.3449,894655969.0,0.5077,5.2284,-5.3363,0.195,9
377,54,7,3.1331,2.3843,5.5174,0.2669,1192275016.0,0.6047,6.8613,25.7612,0.255,10
378,55,1,,,0.0,,,,,,0.0,-3
379,55,2,,,0.0,,62400000.0,,,,0.0,-2
380,55,3,,,0.0,,62400000.0,,,17.4171,0.0,-1
381,55,4,,,0.0,,62400000.0,,,-11.2572,0.0,0
382,55,5,1.1564,1.1564,2.3128,1.5458,83200000.0,0.3221,3.4869,-8.1028,0.075,1
383,55,6,1.1564,1.2215,2.3779000000000003,-0.8441,83200000.0,0.2422,4.3601,-14.9623,0.1,2
384,55,7,1.1564,1.395,2.5514,0.2387,83200000.0,0.2478,3.7769,-4.931,0.11499999999999999,3
385,56,1,0.6494,4.0454,4.6948,0.0378,78060000.0,1.6376,6.1948,32.08,0.0,-2
386,56,2,0.6494,5.6052,6.2546,2.0537,78060000.0,1.5598,7.7546,23.8344,0.0,-1
387,56,3,0.6494,7.6349,8.2843,0.7754,78060000.0,2.0297,9.7843,37.1354,0.185,0
388,56,4,0.7244,4.0145,4.7389,0.157,178900000.0,0.97,6.059,46.0892,0.477,1
389,56,5,0.2404,3.739,3.9794,-0.4206,250460000.0,1.1143,5.3196,87.0099,0.9219999999999999,2
390,56,6,3.3163,1.8131,5.1294,1.4672,575958639.0,0.8189,6.3615,42.4447,2.175,3
391,56,7,0.142,0.7083,0.8503000000000001,-0.28,2329001956.0,0.3066,1.868,39.5057,1.5604909999999999,4
392,57,1,0.4084,1.0007,1.4091,-0.0473,60000000.0,0.6795,2.56,21.4445,0.0,-2
393,57,2,0.4084,1.4237,1.8321,-0.1408,60000000.0,0.4707,3.0319,-21.1621,0.0,-1
394,57,3,0.3982,1.7985,2.1967,0.23399999999999999,60000000.0,0.5856,3.4573,16.4351,0.0,0
395,57,4,1.5466,1.7077,3.2542999999999997,1.6719,80000000.0,0.4011,4.4921,10.6928,0.3,1
396,57,5,0.6977,1.3102,2.0079000000000002,0.2636,120000000.0,0.267,3.195,-4.5919,0.325,2
397,57,6,0.6977,1.6514,2.3491,0.0133,120000000.0,0.4342,3.5793,27.6017,0.5875,3
398,57,7,0.0989,0.816,0.9148999999999999,-0.1799,240000000.0,0.3347,2.0619,45.4384,0.5625,4
399,58,1,,,0.0,,,,,,0.0,-5
400,58,2,,,0.0,,,,,,0.0,-4
401,58,3,,,0.0,,,,,,0.0,-3
402,58,4,,,0.0,,53800000.0,,,,0.0,-2
403,58,5,,,0.0,,150000000.0,,,-4.3519,0.0,-1
404,58,6,,,0.0,,150000000.0,,1.4468,7.2881,0.0,0
405,58,7,0.6647,0.342,1.0067,0.4096,200000000.0,0.1767,2.0636,3.1602,0.055,1
406,59,1,0.8139,-0.1646,0.6493,-0.34,161070000.0,0.0409,1.7328,21.1612,0.0,9
407,59,2,0.8139,-0.1267,0.6871999999999999,0.0434,161070000.0,0.0379,1.7707,-1.0771,0.0,10
408,59,3,0.8139,-0.5114,0.3025,-0.3307,161070000.0,-0.3847,1.386,-33.9826,0.0,11
409,59,4,0.8158,-0.4666,0.34919999999999995,0.1854,161070000.0,0.0448,1.4327,-30.8899,0.0,12
410,59,5,0.8158,-0.7120000000000001,0.10379999999999989,-0.0931,161070000.0,-0.2454,1.1872,25.8101,0.0,13
411,59,6,0.8438,-0.6977,0.1461,0.0363,161070000.0,0.0144,1.2295,36.7419,0.0,14
412,59,7,0.8438,-0.6845,0.1593,-0.1078,161070000.0,0.0132,1.2427,-1.6152,0.0,15
413,60,1,,,0.0,,,,,,0.0,-4
414,60,2,2.2252,1.1551,3.3803,0.1082,55000000.0,1.0184,4.5308,,0.0,-3
415,60,3,2.2252,2.1825,4.4077,0.8392,55000000.0,1.2523,5.67,25.0189,0.0,-2
416,60,4,2.2252,3.3913,5.6165,-0.187,55000000.0,1.4518,7.0118,18.5268,0.0,-1
417,60,5,2.2252,4.7304,6.9556000000000004,0.4295,55000000.0,1.7238,8.5765,6.419,0.0,0
418,60,6,6.4338,4.3336,10.767399999999999,4.5023,73350000.0,1.0519,12.3524,11.3128,0.11,1
419,60,7,6.4338,5.5234,11.9572,1.0011,73350000.0,1.5995,,44.1411,0.27,2
420,61,1,0.9321,-0.4613,0.47080000000000005,-0.4012,353619662.0,0.0115,1.6339,13.0873,0.0,19
421,61,2,0.9535,-0.4497,0.5038,-0.0239,353619662.0,0.0116,1.6668,-22.0335,0.0,20
422,61,3,0.8318,-0.4249,0.4069,0.1397,353619662.0,0.0248,1.683,-11.3684,0.0,21
423,61,4,0.8320000000000001,-0.3158,0.5162,-0.1137,353619662.0,0.1091,1.8802,-13.9943,0.0,22
424,61,5,1.8959,-0.2686,1.6273,0.0301,402198947.0,0.0091,3.0298,-24.3945,0.0,23
425,61,6,1.8959,-0.1371,1.7588,0.1023,402198947.0,0.1315,3.1401,36.7629,0.0,24
426,61,7,1.8959,0.1974,2.0932999999999997,0.05,402198947.0,0.191,3.3277,126.6313,0.0,25
427,62,1,0.3443,0.0975,0.44179999999999997,0.0006,567402596.0,0.0952,1.4547,44.0768,0.0,20
428,62,2,0.3443,0.1689,0.5132,0.0765,567402596.0,0.099,1.5537,-4.9466,0.02,21
429,62,3,0.3443,0.1792,0.5235,-0.10400000000000001,567402596.0,0.0578,1.5715,20.9329,0.03,22
430,62,4,2.1828,0.2293,2.4120999999999997,0.0168,718588366.0,0.107,3.4615,-1.2001,0.027500000000000004,23
431,62,5,1.4586,0.1056,1.5641999999999998,0.1136,1752773758.0,0.0269,2.5867,35.1624,0.022500000000000003,24
432,62,6,1.4586,0.1461,1.6046999999999998,0.2957,1752773758.0,0.0523,2.6342,35.5496,0.015,25
433,62,7,1.4585,0.34700000000000003,1.8054999999999999,0.0412,1752773758.0,0.2209,2.8041,-13.8872,0.01,26
434,63,1,,,0.0,,,,,,0.0,-3
435,63,2,,,0.0,,66000000.0,,2.76,,0.0,-2
436,63,3,,,0.0,,66000000.0,,,8.9242,0.0,-1
437,63,4,1.2956,2.1402,3.4358000000000004,0.732,66000000.0,1.4904,4.749,47.5494,0.0,0
438,63,5,4.3014,2.2874,6.5888,3.6583,88000000.0,1.4244,7.9618,17.3466,0.5,1
439,63,6,1.6507,1.8681,3.5188,-0.1613,176000000.0,0.8238,4.7878,27.6537,0.575,2
440,63,7,1.9626,2.7756,4.7382,-0.5758,178051500.0,1.1833,5.7792,109.277,0.725,3
441,64,1,,,0.0,,120000000.0,,4.35,,0.0,-3
442,64,2,,,0.0,,120000000.0,,,5.7638,0.0,-2
443,64,3,,,0.0,,120000000.0,,,11.6104,0.0,-1
444,64,4,2.1137,3.825,5.938700000000001,0.5029,120000000.0,1.2891,7.3068,12.6214,0.15,0
445,64,5,6.0666,3.585,9.6516,0.1965,160000000.0,1.1152,11.0308,10.374,1.05,1
446,64,6,2.5333,1.9335,4.4668,0.6236,320000000.0,0.5963,5.7149,24.5971,1.0,2
447,64,7,2.5089,2.1315,4.6404,-0.4245,320000000.0,0.4505,5.9331,1.9092,0.175,3
448,65,1,,,0.0,,,,,,0.0,-5
449,65,2,,,0.0,,,,,,0.0,-4
450,65,3,,,0.0,,,,,,0.0,-3
451,65,4,,,0.0,,104850000.0,,,,0.0,-2
452,65,5,,,0.0,,104850000.0,,,0.1064,0.0,-1
453,65,6,,,0.0,,104850000.0,,4.1671,4.2951,0.0,0
454,65,7,3.3338,1.6104,4.9442,0.6045,139800000.0,0.6358,6.2214,17.4934,0.1,1
455,66,1,3.7866,1.5279,5.3145,-1.8636,73500000.0,0.28300000000000003,6.54,14.0233,0.05,3
456,66,2,3.7511,-0.2138,3.5373,-0.1617,73500000.0,-1.7007,4.7538,18.5982,0.025,4
457,66,3,8.4138,-0.0474,8.3664,1.7428,161503887.0,0.0499,9.4649,43.3806,0.0,5
458,66,4,9.6271,-1.7915,7.8356,-0.1353,186835822.0,-1.7506,8.921,90.4396,0.0,6
459,66,5,9.6271,-7.6687,1.9584000000000001,-0.3145,186835822.0,-5.8772,3.0515,22.9191,0.0,7
460,66,6,9.6271,-7.5089,2.1182000000000007,-0.0809,186835822.0,0.1598,3.2034,-61.5057,0.25,8
461,66,7,6.0848,-5.4607,0.6241000000000003,-0.8399,280253733.0,-0.4548,1.6808,-69.1918,0.25,9
462,67,1,,,0.0,,,,,,0.0,-4
463,67,2,,,0.0,,,,,,0.0,-3
464,67,3,,,0.0,,85170000.0,,,,0.0,-2
465,67,4,,,0.0,,85170000.0,,,-8.4535,0.0,-1
466,67,5,,,0.0,,85170000.0,,,-1.0535,0.0,0
467,67,6,2.4868,1.9786,4.4654,1.1087,113560000.0,0.3732,5.7021,3.3331,0.1,1
468,67,7,2.417,2.0847,4.5017,-0.8457,113560000.0,0.3359,5.7683,0.2226,0.13,2
469,68,1,,,0.0,,,,,,0.0,-3
470,68,2,,,0.0,,63000000.0,,,,0.0,-2
471,68,3,,,0.0,,63000000.0,,,28.1285,0.0,-1
472,68,4,0.3549,2.778,3.1329000000000002,0.5556,63000000.0,0.8562,4.1857,1.3335,0.0,0
473,68,5,3.1848,2.6325,5.8172999999999995,1.8996,84000000.0,0.5670000000000001,6.875,0.9345,0.56,1
474,68,6,4.8939,1.4249,6.3188,-0.0003,185187144.0,0.3189,7.3352,97.0803,0.5850000000000001,2
475,68,7,5.0784,1.6133,6.6917,4.7912,187836644.0,0.2579,7.4479,78.2134,0.30000000000000004,3
476,69,1,0.9128,10.6919,11.604700000000001,2.5297,1666091366.0,3.3593,13.7468,-5.1522,0.3,5
477,69,2,0.4213,9.8722,10.2935,0.391,1999309639.0,1.496,12.439,-19.7501,0.265,6
478,69,3,0.3794,11.1361,11.515500000000001,1.2493,1999309639.0,1.786,13.8664,21.0656,0.19,7
479,69,4,0.6443,13.2033,13.8476,1.9495,1999309639.0,2.5021,16.2053,36.5715,0.6499999999999999,8
480,69,5,0.0567,6.7349,6.7916,0.146,3998619278.0,0.3532,7.9877,-6.8679,0.625,9
481,69,6,0.0075,6.9789,6.986400000000001,0.1111,3998619278.0,0.6105,7.9062,25.6389,0.675,10
482,69,7,0.017,3.4886,3.5056,0.5822,7997238556.0,0.8513,4.4065,62.6569,0.75,11
483,70,1,0.3887,1.5490000000000002,1.9377000000000002,-0.8522,1191862021.0,0.3041,3.0244,-29.8645,0.01,16
484,70,2,0.3699,1.7458,2.1157,0.6495,1191862021.0,0.2701,3.2657,18.5363,0.125,17
485,70,3,0.2689,1.5677,1.8366,-0.4778,1430234425.0,0.1493,2.9646,1.4080000000000001,0.131,18
486,70,4,0.1409,1.653,1.7939,-0.0196,1430234425.0,0.1341,2.9488,-22.8136,0.021,19
487,70,5,0.1409,1.7277,1.8686,0.7421,1430234425.0,0.1551,3.0839,-38.4522,0.02,20
488,70,6,0.1409,1.4033,1.5442,-0.175,1430234425.0,-0.3044,2.7746,-76.7179,0.01,21
489,70,7,0.1409,1.4121,1.553,0.7964,1430234425.0,0.0088,2.7754,-66.2669,0.0,22
490,71,1,,,0.0,,,,,,0.0,-3
491,71,2,,,0.0,,90300000.0,,2.29,,0.0,-2
492,71,3,,,0.0,,90300000.0,,,34.025999999999996,0.0,-1
493,71,4,,,0.0,,90300000.0,,,-5.4965,0.0,0
494,71,5,1.2848,1.3771,2.6619,-0.4662,120400000.0,0.16,3.8365,-4.9496,1.125,1
495,71,6,0.1826,0.0915,0.2741,0.2519,365250000.0,0.0641,1.2670000000000001,13.5632,1.132,2
496,71,7,1.2925,0.19899999999999998,1.4915,0.4965,403302277.0,0.136,2.5332,44.1766,0.014499999999999999,3
497,72,1,0.3017,-0.4359,-0.13419999999999999,-0.0177,193440000.0,0.0961,0.9579,22.7503,0.0,17
498,72,2,0.3032,-0.4094,-0.10619999999999996,0.0866,193440000.0,0.0265,0.9859,-8.7267,0.0,18
499,72,3,0.3135,-0.3339,-0.020399999999999974,-0.1218,193440000.0,0.0755,1.0599,-6.0,0.0,19
500,72,4,0.3135,-0.2984,0.015100000000000002,0.0707,193440000.0,0.0355,1.0957,15.1457,0.0,20
501,72,5,0.3301,-0.2106,0.1195,-0.1715,193440000.0,0.0878,1.1964,-8.4093,0.0,21
502,72,6,0.3301,-0.195,0.1351,0.0352,193440000.0,0.0156,1.2179,4.6038,0.0,22
503,72,7,0.3323,-0.1908,0.1415,-0.0526,193440000.0,0.0042,1.2268,-14.2082,0.0,23
504,73,1,6.4028,0.6813,7.0841,-0.3985,1097571626.0,0.4239,8.3102,39.1689,0.05,10
505,73,2,2.7202,0.4602,3.1804,0.1804,2157661001.0,0.2328,4.3138,5.5402,0.037000000000000005,11
506,73,3,2.7202,0.6536,3.3738,0.2459,2157661001.0,0.2369,4.5267,7.1325,1.2765,12
507,73,4,0.2401,0.1704,0.4105,0.1649,6472983003.0,0.0834,1.4713,6.0583,1.2694999999999999,13
508,73,5,0.2401,0.2319,0.472,-0.0631,6472983003.0,0.0773,1.541,-3.1383,0.01,14
509,73,6,0.2401,0.29100000000000004,0.5311,0.0666,6472983003.0,0.0759,1.6095,-3.2256,0.0165,15
510,73,7,0.2375,0.3435,0.581,0.0973,6472983003.0,0.0827,1.6683,4.1662,0.024,16
511,74,1,1.5345,-1.2082,0.32630000000000003,-0.0177,359157356.0,-0.0067,1.6023,10.1641,0.0,15
512,74,2,1.3501,-1.3425,0.007600000000000051,0.2331,359157356.0,-0.1342,1.2836,10.8199,0.0,16
513,74,3,1.0098,-1.3137,-0.30390000000000006,-0.2573,359157356.0,0.0288,0.9722,1.3751,0.0,17
514,74,4,10.1797,-1.2889,8.8908,-0.5766,359157356.0,0.0248,10.1668,20.5875,0.0,18
515,74,5,3.9025,-0.1998,3.7026999999999997,-0.7651,2264783490.0,0.0047,4.7465,16.9732,0.5,19
516,74,6,1.4512,-0.095,1.3562,0.1016,4529566980.0,0.0052,2.3778,36.344,0.5,20
517,74,7,1.4517,-0.0939,1.3578,0.0593,4529566980.0,0.0026,2.3799,280.2499,0.0,21
518,75,1,,,0.0,,,,,,0.0,-3
519,75,2,,,0.0,,58500000.0,,2.6,,0.0,-2
520,75,3,,,0.0,,58500000.0,,,28.5012,0.0,-1
521,75,4,0.7271,2.3248,3.0519000000000003,0.2347,58500000.0,0.8636,4.3201,6.5485,0.0,0
522,75,5,1.6084,1.6254,3.2338,0.2125,117000000.0,0.5148,4.4197,62.2937,0.05,1
523,75,6,1.6084,2.5264,4.1348,-0.2231,117000000.0,1.0587,5.3775,132.90200000000002,0.2,2
524,75,7,1.6588,1.5109,3.1696999999999997,1.0941,314790670.0,0.7129,4.0445,86.5196,0.2,3
525,76,1,0.94,-0.9533,-0.01330000000000009,0.3264,176000000.0,-0.5514,1.204,-12.9798,0.0,6
526,76,2,1.0102,-0.9245,0.0857,-0.2795,176000000.0,0.0289,1.3031,53.9285,0.0,7
527,76,3,1.0891,-1.2678,-0.17870000000000008,-0.0432,176000000.0,-0.3433,1.0387,-20.4806,0.0,8
528,76,4,1.0891,-1.2417,-0.15260000000000007,-0.008,176000000.0,0.0261,1.0648,-18.4361,0.0,9
529,76,5,1.0891,-1.8434,-0.7543,-0.0182,176000000.0,-0.6017,0.4631,-91.49600000000001,0.0,10
530,76,6,1.0891,-1.7618,-0.6727000000000001,0.054000000000000006,176000000.0,0.0816,0.5447,-44.2695,0.0,11
531,76,7,1.0891,-1.9613,-0.8722000000000001,-0.0405,176000000.0,-0.1995,0.3452,131.9729,0.0,12
532,77,1,4.6056,-1.4449,3.1607,0.2132,464158282.0,0.1786,4.1813,-67.9637,0.0,15
533,77,2,4.6056,-1.1079,3.4977,0.1817,464158282.0,0.3369,4.5182,36.9475,0.0,16
534,77,3,4.6056,-0.7673,3.8383,-0.0698,464158282.0,0.3406,4.8589,-6.7621,0.0,17
535,77,4,4.6056,-0.3496,4.256,0.1222,464158282.0,0.4177,5.2766,12.9259,0.0,18
536,77,5,4.6056,-0.0725,4.5331,-0.0586,464158282.0,0.2772,5.5537,1.7936,0.0,19
537,77,6,4.6056,0.2036,4.8092,0.4867,464158282.0,0.3027,5.8564,2.0341,0.025,20
538,77,7,4.6056,0.3235,4.9291,0.3757,464158282.0,0.1918,5.9982,-13.2136,0.05,21
539,78,1,0.8557,0.5720000000000001,1.4277000000000002,0.1005,300000000.0,0.3709,2.5351,18.5233,0.0,-2
540,78,2,0.8557,0.7542,1.6099,-0.0736,300000000.0,0.4241,2.7592,10.6891,0.0,-1
541,78,3,0.8447,1.1301,1.9748,-0.0273,300000000.0,0.4135,3.1618,-4.2066,0.0,0
542,78,4,1.3223,1.0987,2.4210000000000003,-0.1165,400000000.0,0.2748,3.5849,-7.9978,0.055,1
543,78,5,1.3208,1.2434,2.5642,0.1189,400000000.0,0.2842,3.7576,6.4905,0.11,2
544,78,6,3.4817,1.1721,4.6538,0.6176,497360000.0,0.2844,5.8332,14.6192,0.11,3
545,78,7,3.4817,1.3978,4.8795,0.0019,497360000.0,0.3658,6.0889999999999995,22.9089,0.11,4
546,79,1,0.469,1.0239,1.4929000000000001,0.3008,40000000.0,0.8409,2.64,,0.0,-2
547,79,2,0.469,1.8419,2.3109,0.0594,40000000.0,0.9054,3.5436,10.0387,0.0,-1
548,79,3,0.469,2.45,2.919,-0.3429,40000000.0,0.868,4.2416,1.4232,0.0,0
549,79,4,2.9663,2.407,5.3733,3.483,53400000.0,0.8008,6.6941,19.1643,0.75,1
550,79,5,0.8029,1.3483,2.1512000000000002,-0.2752,117480000.0,0.43799999999999994,3.3444,18.2843,0.95,2
551,79,6,3.5195,1.2587,4.7782,1.3721,129635500.0,0.44,5.7055,38.8074,0.825,3
552,79,7,1.3667,0.6566,2.0233,-0.5561,260221000.0,0.1689,2.9810000000000003,47.4628,0.68,4
553,80,1,1.3516,0.2481,1.5997,-0.8973,117000000.0,0.546,2.8128,10.7044,0.0,10
554,80,2,1.8064,1.3841,3.1905,-0.0948,117000000.0,1.136,4.4036,-9.5706,0.3,11
555,80,3,4.4321,1.215,5.6471,2.7369,239329786.0,0.6051,6.7513,1.2058,0.5825,12
556,80,4,2.6214,1.072,3.6934,-0.9649,358994679.0,0.3053,4.7629,-4.1144,0.2825,13
557,80,5,3.5391,1.2935,4.8326,0.4442,383524786.0,0.29,5.8977,19.8954,0.0,14
558,80,6,3.5913,1.4775,5.0687999999999995,-0.9111,383524786.0,0.1971,6.1473,175.0089,0.55,15
559,80,7,1.2619,0.7897,2.0516,0.1679,767049572.0,0.1009,3.0908,14.1762,0.55,16
